"","ensgenes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X","annotation","protein_id","deleteok","gen_acr","old_locus","Description","GO.IDs","GO.Names","Enzyme.Codes","Enzyme.Names","InterPro.IDs","InterPro.GO.IDs","InterPro.GO.Names"
"661","NIS_RS03640",786.682470401518,-1.68512245120443,0.451551497255522,-3.73184999152125,0.000190078686621917,0.00211542628201133,538,"  4-hydroxy-3-methylbut-2-enyl diphosphate reductase","  WP_012082039.1"," transl_table 11"," ","NIS_0662","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","P:GO:0016114; P:GO:0019288; F:GO:0046872; P:GO:0050992; F:GO:0051539; F:GO:0051745; P:GO:0055114","P:terpenoid biosynthetic process; P:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway; F:metal ion binding; P:dimethylallyl diphosphate biosynthetic process; F:4 iron, 4 sulfur cluster binding; F:4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity; P:oxidation-reduction process","EC:1.17.1; EC:1.17.1.2","Acting on CH or CH(2) groups; Acting on CH or CH(2) groups",NA,NA,NA
"665","NIS_RS03660",2630.39468846728,-1.1173334418614,0.310504792897155,-3.59844185152878,0.00032012940579851,0.00317088176443424,542,"  efflux RND transporter periplasmic adaptor subunit","  WP_012082043.1"," transl_table 11"," ","NIS_0666","efflux RND transporter periplasmic adaptor subunit","C:GO:0016020; F:GO:0022857; P:GO:0055085","C:membrane; F:transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"666","NIS_RS03665",3512.92035243359,-1.50336722093599,0.303201072574536,-4.95831762127563,7.11062457708635e-07,2.56111768858328e-05,543,"  efflux RND transporter permease subunit","  WP_012082044.1"," transl_table 11"," ","NIS_0667","AcrB/AcrD/AcrF family protein","C:GO:0016021; F:GO:0022857; P:GO:0055085","C:integral component of membrane; F:transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"667","NIS_RS03670",2546.36408405401,-2.02530930938667,0.36954767663771,-5.48050884208969,4.24104319843589e-08,2.93091835001443e-06,544,"  efflux RND transporter permease subunit","  WP_012082045.1"," transl_table 11"," ","NIS_0668","AcrB/AcrD/AcrF family protein","C:GO:0016021; F:GO:0022857; P:GO:0055085","C:integral component of membrane; F:transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"668","NIS_RS03675",132.074258032182,-1.86330123040491,0.543993130999503,-3.425229335123,0.000614280659721885,0.00496689790575124,545,"  DUF2905 domain-containing protein","  WP_012082046.1"," transl_table 11"," ","NIS_0669","DUF2905 domain-containing protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"693","NIS_RS03815",611.546964769288,-2.0938818897634,0.446317500560403,-4.69146266309139,2.71258779191212e-06,7.46338391080265e-05,570,"  YggS family pyridoxal phosphate-dependent enzyme","  WP_012082072.1"," transl_table 11"," ","NIS_0695","YggS family pyridoxal phosphate-dependent enzyme","F:GO:0030170","F:pyridoxal phosphate binding","","",NA,NA,NA
"694","NIS_RS03820",609.586685126228,-1.43557077955214,0.421323149221037,-3.40729148684636,0.000656110179063539,0.00517830384352538,1666,"  RIP metalloprotease RseP","  WP_012082073.1"," transl_table 11","  rseP","NIS_0696","RIP metalloprotease RseP","F:GO:0004222; C:GO:0005886; P:GO:0006508; C:GO:0016021; F:GO:0046872","F:metalloendopeptidase activity; C:plasma membrane; P:proteolysis; C:integral component of membrane; F:metal ion binding","EC:3.4.24","Acting on peptide bonds (peptidases)",NA,NA,NA
"695","NIS_RS03825",278.771812776212,-1.24012622840059,0.374169740008798,-3.31434131571258,0.000918593027216794,0.00661721013424171,1667,"  CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","  WP_012082074.1"," transl_table 11","  pgsA","NIS_0697","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","F:GO:0008444; P:GO:0008654; C:GO:0016021","F:CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity; P:phospholipid biosynthetic process; C:integral component of membrane","EC:2.7.8.5","CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase",NA,NA,NA
"697","NIS_RS03835",1803.45964499066,-1.019034121928,0.366403555654131,-2.78117967525928,0.00541617516432196,0.0252550392570129,572,"  4-hydroxy-tetrahydrodipicolinate synthase","  WP_012082076.1"," transl_table 11"," ","NIS_0699","4-hydroxy-tetrahydrodipicolinate synthase","C:GO:0005737; F:GO:0008840; P:GO:0009089; P:GO:0019877","C:cytoplasm; F:4-hydroxy-tetrahydrodipicolinate synthase activity; P:lysine biosynthetic process via diaminopimelate; P:diaminopimelate biosynthetic process","EC:4.3.3.7","4-hydroxy-tetrahydrodipicolinate synthase",NA,NA,NA
"698","NIS_RS03840",2285.30146600761,-1.10485993838239,0.302281143480217,-3.65507396743953,0.000257107838968219,0.00272369320318739,573,"  insulinase family protein","  WP_148164108.1"," transl_table 11"," ","NIS_0700","insulinase family protein","F:GO:0004222; P:GO:0006508; F:GO:0046872","F:metalloendopeptidase activity; P:proteolysis; F:metal ion binding","EC:3.4.24","Acting on peptide bonds (peptidases)",NA,NA,NA
"702","NIS_RS03860",1974.61965095412,-1.516619862126,0.392033253464078,-3.8686000453402,0.000109462022501283,0.00133033292377326,575,"  leucyl aminopeptidase","  WP_012082081.1"," transl_table 11"," ","NIS_0704","leucyl aminopeptidase","F:GO:0004177; C:GO:0005737; P:GO:0006508; F:GO:0008235; F:GO:0030145","F:aminopeptidase activity; C:cytoplasm; P:proteolysis; F:metalloexopeptidase activity; F:manganese ion binding","EC:3.4.11","Acting on peptide bonds (peptidases)",NA,NA,NA
"703","NIS_RS03865",883.950077000132,-1.61851692123367,0.356410388751822,-4.54116089854127,5.59453138080202e-06,0.000136909959473284,576,"  DedA family protein","  WP_012082082.1"," transl_table 11"," ","NIS_0705","DedA family protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"704","NIS_RS03870",2206.64185088212,-1.36534968210871,0.344408907065665,-3.96432744362326,7.36031649986814e-05,0.000957954294161141,1670,"  tryptophan synthase subunit beta","  WP_012082083.1"," transl_table 11","  trpB","NIS_0706","tryptophan synthase subunit beta","P:GO:0000162; F:GO:0004834","P:tryptophan biosynthetic process; F:tryptophan synthase activity","EC:4.2.1.20","Tryptophan synthase",NA,NA,NA
"705","NIS_RS03875",1018.77426667336,-1.46912678392888,0.347372671488379,-4.22925262840668,2.34468935447514e-05,0.00040505222951527,577,"  adenine phosphoribosyltransferase","  WP_012082084.1"," transl_table 11"," ","NIS_0707","adenine phosphoribosyltransferase","F:GO:0003999; C:GO:0005737; P:GO:0006166; P:GO:0006168; P:GO:0044209","F:adenine phosphoribosyltransferase activity; C:cytoplasm; P:purine ribonucleoside salvage; P:adenine salvage; P:AMP salvage","EC:2.4.2.7","Adenine phosphoribosyltransferase",NA,NA,NA
"706","NIS_RS03880",1107.56413023315,-1.16274461433519,0.429075268494414,-2.70988495425325,0.00673065495536521,0.0301239147730775,1671,"  ribose 5-phosphate isomerase B","  WP_012082085.1"," transl_table 11","  rpiB","NIS_0708","ribose 5-phosphate isomerase B","F:GO:0004751; P:GO:0005975","F:ribose-5-phosphate isomerase activity; P:carbohydrate metabolic process","EC:5.3.1.6","Ribose-5-phosphate isomerase",NA,NA,NA
"707","NIS_RS03885",698.436303367471,-1.39172577601178,0.308558752397894,-4.51040771067518,6.47031466834132e-06,0.000150796392446872,578,"  site-2 protease family protein","  WP_050724155.1"," transl_table 11"," ","NIS_0709","site-2 protease family protein","F:GO:0004222; P:GO:0006508; C:GO:0016021","F:metalloendopeptidase activity; P:proteolysis; C:integral component of membrane","EC:3.4.24","Acting on peptide bonds (peptidases)",NA,NA,NA
"715","NIS_RS03925",89.0155729777914,-1.22075427533327,0.484056912538327,-2.52192302952933,0.0116715243768549,0.0457278390820985,584,"  hydrogenase","  WP_012082094.1"," transl_table 11"," ","NIS_0717","Ni-Fe hydrogenase, membrane subunit HyfE","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"716","NIS_RS03930",147.804821305224,-1.32448119795283,0.482644136392562,-2.7442189764335,0.00606550627192351,0.02755910074468,585,"  NADH-quinone oxidoreductase subunit H","  WP_012082095.1"," transl_table 11"," ","NIS_0718","Ni-Fe hydrogenase, membrane subunit HycD/HyfD","C:GO:0016021; P:GO:0055114","C:integral component of membrane; P:oxidation-reduction process","","",NA,NA,NA
"764","NIS_RS04200",91.325171659567,-1.60583870569123,0.525914437286539,-3.053421986239,0.00226247540087948,0.0130703876348493,626,"  DUF503 family protein","  WP_012082142.1"," transl_table 11"," ","NIS_0767","DUF503 family protein","","","","",NA,NA,NA
"773","NIS_RS04245",525.910193271949,-1.36354586941816,0.329892913280005,-4.13329845694751,3.57593876902716e-05,0.000549142224918047,634,"  septal ring lytic transglycosylase RlpA family protein","  WP_083754394.1"," transl_table 11"," ","NIS_0776","septal ring lytic transglycosylase RlpA family protein","P:GO:0000270; F:GO:0008932; F:GO:0016829; F:GO:0042834; P:GO:0071555","P:peptidoglycan metabolic process; F:lytic endotransglycosylase activity; F:lyase activity; F:peptidoglycan binding; P:cell wall organization","EC:2.4.99","Glycosyltransferases",NA,NA,NA
"774","NIS_RS04250",589.957260574347,-1.7384003923244,0.361485293054776,-4.80904873787211,1.51650231799346e-06,4.57673656329962e-05,1684,"  imidazoleglycerol-phosphate dehydratase HisB","  WP_012082152.1"," transl_table 11","  hisB","NIS_0777","imidazoleglycerol-phosphate dehydratase","P:GO:0000105; F:GO:0004424; C:GO:0005737","P:histidine biosynthetic process; F:imidazoleglycerol-phosphate dehydratase activity; C:cytoplasm","EC:4.2.1.19","Imidazoleglycerol-phosphate dehydratase",NA,NA,NA
"775","NIS_RS04255",475.124810001756,-2.16980404066778,0.402254378027772,-5.39410919852804,6.88643307837348e-08,4.13394664492663e-06,635,"  HAD-IIIA family hydrolase","  WP_012082153.1"," transl_table 11"," ","NIS_0778","HAD-IIIA family hydrolase","F:GO:0016788; F:GO:0046872","F:hydrolase activity, acting on ester bonds; F:metal ion binding","","",NA,NA,NA
"776","NIS_RS04260",318.607945636196,-1.06533998941998,0.404871457632693,-2.63130425555084,0.00850578497455801,0.035699067869914,1685,"  LPS export ABC transporter periplasmic protein LptC","  WP_012082154.1"," transl_table 11","  lptC","NIS_0779","Lipopolysaccharide-assembly, LptC-related","C:GO:0016020; C:GO:0016021","C:membrane; C:integral component of membrane","","",NA,NA,NA
"787","NIS_RS04315",358.949785057375,-1.39405758085913,0.3869730816686,-3.6024665458591,0.00031521197721931,0.0031378639541279,642,"  APC family permease","  WP_012082165.1"," transl_table 11"," ","NIS_0790","APC family permease","C:GO:0016021; F:GO:0022857; P:GO:0055085","C:integral component of membrane; F:transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"788","NIS_RS04320",669.947666792842,-1.06525761294365,0.342271497901466,-3.11231761766595,0.00185624670295557,0.0113145375955538,1690,"  TRAP transporter substrate-binding protein DctP","  WP_012082166.1"," transl_table 11","  dctP","NIS_0791","C4-dicarboxylate ABC transporter","C:GO:0031317; C:GO:0042597; F:GO:0046872; P:GO:0055085","C:tripartite ATP-independent periplasmic transporter complex; C:periplasmic space; F:metal ion binding; P:transmembrane transport","","",NA,NA,NA
"808","NIS_RS04420",3947.76002171905,-1.14552046371046,0.304168261810622,-3.76607492475225,0.000165834045210923,0.00188803013541861,1694,"  acetolactate synthase small subunit","  WP_012082186.1"," transl_table 11","  ilvN","NIS_0811","acetolactate synthase small subunit","F:GO:0003984; P:GO:0009082; P:GO:0050790; F:GO:1990610","F:acetolactate synthase activity; P:branched-chain amino acid biosynthetic process; P:regulation of catalytic activity; F:acetolactate synthase regulator activity","EC:2.2.1.6","Acetolactate synthase",NA,NA,NA
"809","NIS_RS04425",3152.1848764354,-1.34322318336633,0.303282735386092,-4.42894707361549,9.46942553942414e-06,0.000197462442037887,1695,"  UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase","  WP_197524236.1"," transl_table 11","  lpxD","NIS_0812","UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase","P:GO:0009245; F:GO:0016410","P:lipid A biosynthetic process; F:N-acyltransferase activity","","",NA,NA,NA
"813","NIS_RS04445",1109.49503614313,-1.00714576236342,0.337443688953199,-2.98463357097517,0.00283918212479019,0.0154092897674482,1696,"  serine O-acetyltransferase","  WP_012082191.1"," transl_table 11","  cysE","NIS_0816","serine O-acetyltransferase","C:GO:0005737; P:GO:0006535; F:GO:0009001","C:cytoplasm; P:cysteine biosynthetic process from serine; F:serine O-acetyltransferase activity","EC:2.3.1.30","Serine O-acetyltransferase",NA,NA,NA
"814","NIS_RS04450",650.653760217333,-1.58869571119632,0.313983278472152,-5.05980993295866,4.19674601588203e-07,1.76888379946006e-05,1697,"  biosynthetic arginine decarboxylase","  WP_012082192.1"," transl_table 11","  speA","NIS_0817","arginine decarboxylase","P:GO:0006527; P:GO:0008295; F:GO:0008792; F:GO:0046872","P:arginine catabolic process; P:spermidine biosynthetic process; F:arginine decarboxylase activity; F:metal ion binding","EC:4.1.1.19","Arginine decarboxylase",NA,NA,NA
"824","NIS_RS04515",7942.76597883259,-1.11214824032248,0.366377520273,-3.03552532233358,0.00240117059520319,0.0136295671893912,1702,"  bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase","  WP_012082203.1"," transl_table 11","  acnB","NIS_0828","bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase","F:GO:0003994; C:GO:0005829; P:GO:0006099; F:GO:0046872; F:GO:0047456; F:GO:0047780; F:GO:0051539","F:aconitate hydratase activity; C:cytosol; P:tricarboxylic acid cycle; F:metal ion binding; F:2-methylisocitrate dehydratase activity; F:citrate dehydratase activity; F:4 iron, 4 sulfur cluster binding","EC:4.2.1.99; EC:4.2.1.3","2-methylisocitrate dehydratase; Aconitate hydratase",NA,NA,NA
"831","NIS_RS04550",699.359111417208,-1.14467123342565,0.409919940538587,-2.79242632578859,0.00523143793047478,0.0247686085823055,1705,"  malate dehydrogenase","  WP_012082210.1"," transl_table 11","  mdh","NIS_0835","malate dehydrogenase","P:GO:0005975; P:GO:0006099; P:GO:0019752; F:GO:0030060","P:carbohydrate metabolic process; P:tricarboxylic acid cycle; P:carboxylic acid metabolic process; F:L-malate dehydrogenase activity","EC:1.1.1.37","Malate dehydrogenase",NA,NA,NA
"832","NIS_RS04555",709.597691639049,-1.4842321629484,0.438408188767775,-3.38550282812942,0.000710479774085533,0.00547649973721183,672,"  fumarate hydratase","  WP_012082211.1"," transl_table 11"," ","NIS_0836","fumarate hydratase","F:GO:0016829","F:lyase activity","","",NA,NA,NA
"834","NIS_RS04565",956.37258332468,-1.13731918407615,0.437736923409975,-2.59817969024962,0.00937194364714298,0.0382800419896706,1706,"  ADP-forming succinate--CoA ligase subunit beta","  WP_012082213.1"," transl_table 11","  sucC","NIS_0838","ADP-forming succinate--CoA ligase subunit beta","F:GO:0000287; F:GO:0004775; F:GO:0005524; P:GO:0006099","F:magnesium ion binding; F:succinate-CoA ligase (ADP-forming) activity; F:ATP binding; P:tricarboxylic acid cycle","EC:6.2.1.5; EC:6.2.1.4","Succinate--CoA ligase (ADP-forming); Succinate--CoA ligase (GDP-forming)",NA,NA,NA
"839","NIS_RS04590",2878.22768741038,-1.22448656763556,0.375676863314531,-3.25941437232021,0.00111642475790886,0.00768977735684567,677,"  2-oxoglutarate ferredoxin oxidoreductase subunit beta","  WP_012082218.1"," transl_table 11"," ","NIS_0843","2-oxoglutarate ferredoxin oxidoreductase subunit beta","F:GO:0030976; F:GO:0047553; P:GO:0055114","F:thiamine pyrophosphate binding; F:2-oxoglutarate synthase activity; P:oxidation-reduction process","EC:1.2.7.3","2-oxoglutarate synthase",NA,NA,NA
"850","NIS_RS04650",187.01843464677,-4.94373306796243,0.654879668012924,-7.54907093537201,4.38374076417668e-14,1.7368380907668e-11,685,"  thiamine phosphate synthase","  WP_012082229.1"," transl_table 11"," ","NIS_0854","thiamine phosphate synthase","F:GO:0004789","F:thiamine-phosphate diphosphorylase activity","EC:2.5.1.3","Thiamine phosphate synthase",NA,NA,NA
"859","NIS_RS04695",142.161300708645,-1.34708430576968,0.396420637198608,-3.39811851191486,0.00067851020262701,0.00525050277892229,693,"  hypothetical protein","  WP_012082238.1"," transl_table 11"," ","NIS_0863","hypothetical protein","","","","",NA,NA,NA
"866","NIS_RS04730",230.111404466334,-1.80138733828733,0.432846932997369,-4.16171907656391,3.15860773645339e-05,0.000488843900462044,700,"  1-acyl-sn-glycerol-3-phosphate acyltransferase","  WP_012082245.1"," transl_table 11"," ","NIS_0870","1-acyl-sn-glycerol-3-phosphate acyltransferase","F:GO:0003841; P:GO:0008654; C:GO:0016021","F:1-acylglycerol-3-phosphate O-acyltransferase activity; P:phospholipid biosynthetic process; C:integral component of membrane","EC:2.3.1.51","1-acylglycerol-3-phosphate O-acyltransferase",NA,NA,NA
"867","NIS_RS04735",438.793131033541,-1.3913248797717,0.301281456627218,-4.61802360937606,3.87412184220541e-06,9.96705892131029e-05,701,"  hypothetical protein","  WP_158297270.1"," transl_table 11"," ","NIS_0871","hypothetical protein","C:GO:0016020; C:GO:0016021","C:membrane; C:integral component of membrane","","",NA,NA,NA
"877","NIS_RS04790",1227.41105064147,-2.01876396133148,0.421149271589302,-4.79346421213841,1.63925713023994e-06,4.84681847015719e-05,706,"  Jag N-terminal domain-containing protein","  WP_041354218.1"," transl_table 11"," ","NIS_0882","protein jag","","","","",NA,NA,NA
"880","NIS_RS04805",227.548329562787,-1.66833478110942,0.394534969976905,-4.22861066335155,2.35138851056315e-05,0.00040505222951527,707,"  hypothetical protein","  WP_012082260.1"," transl_table 11"," ","NIS_0885","hypothetical protein","","","","",NA,NA,NA
"881","NIS_RS04810",2617.0967911707,-2.50750127096142,0.384731450821839,-6.51753649358547,7.14714364181519e-11,1.01132082531685e-08,1720,"  5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase","  WP_012082261.1"," transl_table 11","  metE","NIS_0886","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase","F:GO:0003871; F:GO:0008270; P:GO:0009086; P:GO:0032259","F:5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity; F:zinc ion binding; P:methionine biosynthetic process; P:methylation","EC:2.1.1.14","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase",NA,NA,NA
"889","NIS_RS04850",606.149489626369,-1.37351444660674,0.3859596230756,-3.55869983409561,0.000372695171354981,0.00353972414080907,714,"  hypothetical protein","  WP_012082269.1"," transl_table 11"," ","NIS_0894","hypothetical protein","","","","",NA,NA,NA
"897","NIS_RS04890",2404.08255794831,-2.02513305002864,0.328529844128428,-6.16422856620899,7.08275757545073e-10,7.01547137848394e-08,722,"  efflux RND transporter permease subunit","  WP_012082276.1"," transl_table 11"," ","NIS_0902","efflux RND transporter permease subunit","F:GO:0008324; C:GO:0016021; P:GO:0098655","F:cation transmembrane transporter activity; C:integral component of membrane; P:cation transmembrane transport","","",NA,NA,NA
"898","NIS_RS04895",1335.04059440046,-2.49130417702183,0.374451947247895,-6.65320128612533,2.86785546497746e-11,4.73435139676695e-09,723,"  efflux RND transporter periplasmic adaptor subunit","  WP_012082277.1"," transl_table 11"," ","NIS_0903","HlyD family efflux transporter periplasmic adaptor subunit","C:GO:0016020; F:GO:0022857; P:GO:0055085","C:membrane; F:transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"899","NIS_RS04900",6793.57881490972,-1.17763594277289,0.414339027485292,-2.84220376226734,0.00448028466606984,0.0221332766171679,724,"  TolC family protein","  WP_012082278.1"," transl_table 11"," ","NIS_0904","TolC family protein","F:GO:0015562; P:GO:0055085","F:efflux transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"917","NIS_RS04995",742.119813067056,-1.1226668938191,0.374318631056657,-2.99922793222968,0.00270664736866867,0.0148613660845197,742,"  MBL fold metallo-hydrolase","  WP_012082296.1"," transl_table 11"," ","NIS_0922","MBL fold metallo-hydrolase","","","","",NA,NA,NA
"922","NIS_RS05020",319.500535147108,-1.33958980741905,0.401674165480273,-3.33501609648541,0.000852944618651517,0.00632840183351556,745,"  aldolase","  WP_012082301.1"," transl_table 11"," ","NIS_0927","fructose-bisphosphate aldolase, class I","F:GO:0004332","F:fructose-bisphosphate aldolase activity","EC:4.1.2.13","Fructose-bisphosphate aldolase",NA,NA,NA
"923","NIS_RS05025",384.079278387639,-1.11296466057766,0.426162903403518,-2.61159442008925,0.00901210980857716,0.0373493504828271,746,"  TIGR00730 family Rossman fold protein","  WP_012082302.1"," transl_table 11"," ","NIS_0928","TIGR00730 family Rossman fold protein","P:GO:0009691; F:GO:0016787","P:cytokinin biosynthetic process; F:hydrolase activity","","",NA,NA,NA
"957","NIS_RS05195",238.294895594737,-1.41104687278022,0.429124756794398,-3.28819731427491,0.0010083114410265,0.00710841624438968,774,"  nickel-dependent hydrogenase large subunit","  WP_012082335.1"," transl_table 11"," ","NIS_0962","nickel-dependent hydrogenase large subunit","F:GO:0008901; F:GO:0016151; P:GO:0055114","F:ferredoxin hydrogenase activity; F:nickel cation binding; P:oxidation-reduction process","EC:1.12.7; EC:1.12.7.2","Acting on hydrogen as donors; Ferredoxin hydrogenase",NA,NA,NA
"959","NIS_RS05205",16130.4755270198,-1.31932158262521,0.419677112998641,-3.14365864080247,0.00166849949564968,0.0103614341720439,776,"  nickel-dependent hydrogenase large subunit","  WP_012082337.1"," transl_table 11"," ","NIS_0964","hydrogenase 2 large subunit","F:GO:0005506; F:GO:0008901; F:GO:0009055; C:GO:0016021; F:GO:0016151; P:GO:0022904","F:iron ion binding; F:ferredoxin hydrogenase activity; F:electron transfer activity; C:integral component of membrane; F:nickel cation binding; P:respiratory electron transport chain","EC:1.12.7; EC:1.12.7.2","Acting on hydrogen as donors; Ferredoxin hydrogenase",NA,NA,NA
"960","NIS_RS05210",3278.59510191163,-1.97611196834517,0.42186428836557,-4.68423619359019,2.81005824819769e-06,7.62565121873922e-05,777,"  cytochrome b/b6 domain-containing protein","  WP_012082338.1"," transl_table 11"," ","NIS_0965","Ni/Fe hydrogenase","F:GO:0005506; F:GO:0008901; F:GO:0009055; C:GO:0016021; F:GO:0016151; P:GO:0022904","F:iron ion binding; F:ferredoxin hydrogenase activity; F:electron transfer activity; C:integral component of membrane; F:nickel cation binding; P:respiratory electron transport chain","EC:1.12.7; EC:1.12.7.2","Acting on hydrogen as donors; Ferredoxin hydrogenase",NA,NA,NA
"961","NIS_RS05215",1516.78092660543,-2.680224630472,0.46473411526859,-5.76722160567657,8.05890543506831e-09,6.38587666674813e-07,778,"  HyaD/HybD family hydrogenase maturation endopeptidase","  WP_012082339.1"," transl_table 11"," ","NIS_0966","hydrogenase maturation protease","P:GO:0006508; F:GO:0008047; F:GO:0008233; P:GO:0043085","P:proteolysis; F:enzyme activator activity; F:peptidase activity; P:positive regulation of catalytic activity","","",NA,NA,NA
"962","NIS_RS05220",1244.56698001311,-3.15387977447209,0.463170818363039,-6.80932314695187,9.8058995364106e-12,2.15838744240327e-09,779,"  hypothetical protein","  WP_012082340.1"," transl_table 11"," ","NIS_0967","Hydrogenase maturation factor","F:GO:0008270","F:zinc ion binding","","",NA,NA,NA
"963","NIS_RS05225",773.633156397207,-3.45841633651011,0.488309089167751,-7.08243285498629,1.41645399166249e-12,3.50749419685425e-10,780,"  hypothetical protein","  WP_012082341.1"," transl_table 11"," ","NIS_0968","Hydrogenase maturation factor","F:GO:0008270","F:zinc ion binding","","",NA,NA,NA
"964","NIS_RS05230",586.052416338698,-1.74724120423764,0.43511367800668,-4.01559705556031,5.92954903028486e-05,0.000810099077861676,1733,"  carbamoyltransferase HypF","  WP_012082342.1"," transl_table 11","  hypF","NIS_0969","carbamoyltransferase HypF","F:GO:0003725; F:GO:0003998; F:GO:0008270; F:GO:0016743; P:GO:0046944","F:double-stranded RNA binding; F:acylphosphatase activity; F:zinc ion binding; F:carboxyl- or carbamoyltransferase activity; P:protein carbamoylation","EC:3.6.1.7","Acylphosphatase",NA,NA,NA
"997","NIS_RS05395",654.434971098113,-1.18475827844541,0.354741039107457,-3.33978352610771,0.000838437172089957,0.0062914546890538,1744,"  GTPase Era","  WP_012082375.1"," transl_table 11","  era","NIS_1002","GTPase Era","F:GO:0003924; F:GO:0005525; C:GO:0005737; C:GO:0005886; P:GO:0042274; F:GO:0070181","F:GTPase activity; F:GTP binding; C:cytoplasm; C:plasma membrane; P:ribosomal small subunit biogenesis; F:small ribosomal subunit rRNA binding","EC:3.6.1.15","Nucleoside-triphosphate phosphatase",NA,NA,NA
"1016","NIS_RS05490",838.899684279651,-1.69427220186775,0.38458159912123,-4.40549471357746,1.0554272620453e-05,0.000211192061223407,1749,"  hydroxymethylbilane synthase","  WP_012082393.1"," transl_table 11","  hemC","NIS_1020","hydroxymethylbilane synthase","F:GO:0004418; P:GO:0006782; P:GO:0018160","F:hydroxymethylbilane synthase activity; P:protoporphyrinogen IX biosynthetic process; P:peptidyl-pyrromethane cofactor linkage","EC:2.5.1.61","Hydroxymethylbilane synthase",NA,NA,NA
"1019","NIS_RS05505",2197.0865038203,-1.05954345954587,0.354068957734915,-2.99247769791537,0.00276722884894241,0.0151015987596554,819,"  proline--tRNA ligase","  WP_012082396.1"," transl_table 11"," ","NIS_1023","proline--tRNA ligase","F:GO:0002161; F:GO:0004827; F:GO:0005524; C:GO:0005737; P:GO:0006433; P:GO:0106074","F:aminoacyl-tRNA editing activity; F:proline-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:prolyl-tRNA aminoacylation; P:aminoacyl-tRNA metabolism involved in translational fidelity","EC:6.1.1.15; EC:3.1.1.1","Proline--tRNA ligase; Carboxylesterase",NA,NA,NA
"1020","NIS_RS05510",2493.29366197142,-1.44192365055204,0.317532363424094,-4.5410289363992,5.59803468820595e-06,0.000136909959473284,820,"  glutamyl-tRNA reductase","  WP_012082397.1"," transl_table 11"," ","NIS_1024","glutamyl-tRNA reductase","P:GO:0006782; F:GO:0008883; F:GO:0050661; P:GO:0055114","P:protoporphyrinogen IX biosynthetic process; F:glutamyl-tRNA reductase activity; F:NADP binding; P:oxidation-reduction process","EC:1.2.1.70","Glutamyl-tRNA reductase",NA,NA,NA
"1021","NIS_RS05515",3006.48910116492,-1.44702760694061,0.310307172440058,-4.66321031370984,3.11314305079173e-06,8.22284851149123e-05,821,"  polyprenyl synthetase family protein","  WP_148164111.1"," transl_table 11"," ","NIS_1025","octaprenyl-diphosphate synthase","P:GO:0008299; F:GO:0016740","P:isoprenoid biosynthetic process; F:transferase activity","","",NA,NA,NA
"1023","NIS_RS05525",1026.06674335109,-1.21004498256186,0.308662374705674,-3.92028663589369,8.84437105792018e-05,0.00112312173498333,823,"  efflux RND transporter permease subunit","  WP_012082400.1"," transl_table 11"," ","NIS_1027","AcrB/AcrD/AcrF family protein","C:GO:0016021; F:GO:0022857; P:GO:0055085","C:integral component of membrane; F:transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"1024","NIS_RS05530",163.871421788357,-1.21330156540814,0.452154374516434,-2.68337902670019,0.00728823376399951,0.0318719450032738,824,"  hypothetical protein","  WP_012082401.1"," transl_table 11"," ","NIS_1028","putative membrane protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
